user_id,gender,age,height_cm,weight_kg,body_type,skin_tone,hair_type,hair_color
U83,female,25,147.0,69,apple,medium,straight,Black
U84,female,19,145.0,62,athletic,fair,wavy,Black
U85,female,27,162.0,66,pear,fair,curly,Black
U86,female,31,151.0,47,pear,fair,straight,Brown
U87,female,26,155.0,70,apple,medium,wavy,Brown
U88,female,26,171.0,60,athletic,fair,curly,Black
U89,female,21,145.0,48,athletic,dark,curly,Brown
U90,female,28,166.0,61,rectangle,dark,straight,Brown
U91,female,26,170.0,50,apple,fair,wavy,Brown
U92,female,22,158.0,71,hourglass,fair,curly,Brown
U93,female,30,163.0,53,pear,dark,straight,Brown
U94,female,28,150.0,67,athletic,medium,curly,Blonde
U95,female,32,159.0,57,rectangle,medium,wavy,Black
U96,female,27,165.0,54,athletic,medium,wavy,Blonde
U97,female,24,165.0,65,athletic,dark,wavy,Blonde
U98,female,27,166.0,60,pear,medium,curly,Brown
U99,female,34,162.0,68,apple,fair,curly,Brown
U100,female,32,175.0,59,pear,dark,wavy,Blonde
U101,female,28,151.0,69,pear,dark,straight,Black
U102,female,30,152.0,49,pear,dark,straight,Brown
U103,female,29,173.0,61,athletic,fair,wavy,Blonde
U104,female,25,155.0,74,apple,dark,straight,Black
U105,female,20,168.0,71,apple,medium,curly,Brown
U106,female,21,152.0,74,rectangle,medium,wavy,Blonde
U107,female,26,146.0,45,apple,fair,straight,Black
U108,female,22,159.85005005005004,59,pear,fair,wavy,Black
U109,female,34,168.0,55,athletic,medium,curly,Brown
U110,female,29,158.0,46,apple,medium,curly,Black
U111,female,29,151.0,61,rectangle,dark,curly,Blonde
U112,female,31,175.0,49,athletic,fair,wavy,Black
U113,female,22,167.0,51,pear,dark,wavy,Brown
U114,female,33,156.0,50,apple,dark,straight,Black
U115,female,22,148.0,46,pear,dark,straight,Black
U116,female,26,155.0,46,apple,fair,wavy,Blonde
U117,female,32,149.0,59,pear,dark,wavy,Blonde
U118,female,30,148.0,63,apple,dark,straight,Brown
U119,female,23,159.0,53,rectangle,dark,straight,Blonde
U120,female,26,147.0,45,apple,medium,curly,Black
U121,female,34,171.0,73,pear,fair,wavy,Brown
U122,female,19,158.0,46,hourglass,medium,curly,Brown
U123,female,23,174.0,65,pear,fair,straight,Black
U124,female,35,170.0,48,athletic,dark,wavy,Black
U125,female,31,148.0,54,apple,dark,wavy,Brown
U126,female,18,150.0,59,hourglass,dark,straight,Blonde
U127,female,20,167.0,59,apple,dark,straight,Blonde
U128,female,21,151.0,73,pear,dark,wavy,Blonde
U129,female,23,170.0,72,athletic,medium,curly,Blonde
U130,female,21,174.0,68,pear,dark,straight,Black
U131,female,32,153.0,72,hourglass,fair,curly,Black
U132,female,22,174.0,68,athletic,fair,curly,Black
U133,female,27,173.0,57,pear,medium,wavy,Black
U134,female,27,154.0,55,pear,medium,curly,Black
U135,female,25,160.0,50,hourglass,medium,wavy,Brown
U136,female,20,146.0,50,rectangle,fair,curly,Black
U137,female,35,168.0,50,athletic,dark,straight,Blonde
U138,female,20,150.0,75,hourglass,fair,wavy,Brown
U139,female,22,174.0,60,pear,fair,wavy,Brown
U140,female,20,151.0,70,apple,fair,wavy,Brown
U141,female,33,158.0,51,athletic,medium,straight,Black
U142,female,18,152.0,69,rectangle,dark,straight,Black
U143,female,25,163.0,57,hourglass,fair,straight,Brown
U144,female,27,172.0,45,hourglass,medium,straight,Blonde
U145,female,20,146.0,47,rectangle,fair,wavy,Brown
U146,female,19,157.0,61,hourglass,medium,curly,Brown
U147,female,27,172.0,64,pear,dark,straight,Brown
U148,female,27,165.0,60,pear,fair,straight,Blonde
U149,female,22,153.0,60,hourglass,fair,straight,Black
U150,female,27,166.0,50,apple,fair,straight,Brown
U151,female,35,148.0,50,athletic,dark,curly,Brown
U152,female,28,151.0,53,hourglass,fair,curly,Brown
U153,female,20,166.0,73,rectangle,fair,curly,Blonde
U154,female,30,160.0,49,hourglass,medium,curly,Brown
U155,female,19,161.0,68,pear,fair,wavy,Blonde
U156,female,26,166.0,54,rectangle,fair,curly,Brown
U157,female,33,163.0,63,hourglass,medium,curly,Blonde
U158,female,35,146.0,64,apple,dark,straight,Blonde
U159,female,31,159.0,71,apple,medium,wavy,Blonde
U160,female,25,169.0,69,apple,medium,straight,Brown
U161,female,33,173.0,46,hourglass,dark,curly,Blonde
U162,female,26,172.0,64,pear,dark,curly,Black
U163,female,26,173.0,64,pear,fair,curly,Black
U164,female,28,165.0,57,apple,dark,curly,Brown
U165,female,18,153.0,72,pear,medium,straight,Blonde
U166,female,20,170.0,49,apple,fair,wavy,Black
U167,female,35,158.0,63,apple,fair,straight,Brown
U168,female,27,167.0,59,hourglass,medium,curly,Black
U169,female,26,147.0,45,rectangle,dark,straight,Brown
U170,female,21,162.0,54,hourglass,fair,curly,Brown
U171,female,21,174.0,58,pear,medium,wavy,Black
U172,female,25,171.0,58,athletic,fair,curly,Black
U173,female,31,159.0,71,hourglass,dark,wavy,Blonde
U174,female,31,161.0,59,apple,fair,curly,Brown
U175,female,21,162.0,58,rectangle,fair,straight,Brown
U176,female,26,145.0,63,pear,dark,straight,Brown
U177,female,31,166.0,67,apple,dark,straight,Brown
U178,female,20,171.0,71,hourglass,fair,straight,Blonde
U179,female,22,171.0,52,apple,medium,straight,Blonde
U180,female,23,174.0,68,rectangle,fair,curly,Blonde
U181,female,18,147.0,61,pear,dark,straight,Blonde
U182,female,31,160.0,64,athletic,fair,wavy,Black
U183,female,23,167.0,72,apple,medium,wavy,Blonde
U184,female,28,153.0,47,hourglass,dark,wavy,Black
U185,female,18,155.0,54,hourglass,fair,wavy,Blonde
U186,female,19,171.0,47,rectangle,medium,curly,Brown
U187,female,19,145.0,57,athletic,fair,curly,Blonde
U188,female,35,161.0,71,hourglass,dark,straight,Blonde
U189,female,32,173.0,65,rectangle,dark,straight,Blonde
U190,female,26,157.0,64,rectangle,fair,curly,Black
U191,female,25,166.0,45,rectangle,medium,straight,Black
U192,female,28,156.0,74,pear,fair,straight,Blonde
U193,female,18,173.0,71,hourglass,medium,wavy,Black
U194,female,31,171.0,59,hourglass,medium,curly,Brown
U195,female,23,171.0,65,pear,dark,wavy,Brown
U196,female,30,147.0,64,apple,dark,wavy,Blonde
U197,female,28,170.0,74,pear,fair,wavy,Blonde
U198,female,18,170.0,50,hourglass,fair,curly,Black
U199,female,30,162.0,51,athletic,fair,curly,Blonde
U200,female,22,168.0,53,pear,dark,straight,Blonde
U201,female,29,165.0,56,rectangle,fair,curly,Brown
U202,female,23,171.0,58,athletic,medium,wavy,Black
U203,female,29,165.0,49,athletic,medium,curly,Black
U204,female,22,156.0,62,hourglass,fair,curly,Brown
U205,female,24,174.0,53,athletic,medium,curly,Black
U206,female,34,173.0,69,rectangle,dark,curly,Blonde
U207,female,29,151.0,59,athletic,dark,wavy,Black
U208,female,27,172.0,74,pear,dark,curly,Blonde
U209,female,29,153.0,58,rectangle,medium,straight,Brown
U210,female,28,170.0,59,apple,medium,wavy,Brown
U211,female,25,172.0,64,athletic,dark,curly,Black
U212,female,33,163.0,63,apple,dark,curly,Black
U213,female,29,173.0,51,athletic,medium,straight,Blonde
U214,female,27,146.0,72,rectangle,dark,wavy,Brown
U215,female,25,147.0,70,pear,fair,straight,Blonde
U216,female,25,156.0,48,athletic,dark,straight,Black
U217,female,19,169.0,52,rectangle,dark,curly,Brown
U218,female,30,151.0,49,rectangle,dark,curly,Black
U219,female,26,173.0,72,hourglass,medium,curly,Blonde
U220,female,24,159.0,71,rectangle,dark,curly,Black
U221,female,35,150.0,75,pear,fair,curly,Brown
U222,female,33,171.0,74,athletic,dark,wavy,Black
U223,female,22,173.0,68,rectangle,fair,wavy,Blonde
U224,female,33,163.0,58,rectangle,dark,curly,Black
U225,female,21,152.0,62,hourglass,fair,wavy,Blonde
U226,female,18,171.0,68,rectangle,fair,straight,Blonde
U227,female,29,152.0,55,pear,dark,straight,Black
U228,female,33,171.0,72,pear,dark,curly,Blonde
U229,female,33,172.0,58,athletic,fair,straight,Black
U230,female,25,153.0,61,hourglass,medium,straight,Black
U231,female,32,166.0,56,apple,fair,straight,Black
U232,female,34,150.0,49,athletic,medium,curly,Blonde
U233,female,23,175.0,73,athletic,dark,curly,Blonde
U234,female,20,145.0,68,pear,fair,straight,Brown
U235,female,30,161.0,54,rectangle,fair,straight,Black
U236,female,29,160.0,50,rectangle,fair,wavy,Brown
U237,female,33,146.0,61,athletic,medium,straight,Brown
U238,female,27,164.0,63,athletic,fair,straight,Black
U239,female,23,149.0,47,pear,dark,curly,Blonde
U240,female,35,152.0,51,pear,dark,curly,Black
U241,female,21,162.0,65,apple,fair,straight,Blonde
U242,female,31,165.0,69,rectangle,fair,wavy,Brown
U243,female,26,175.0,67,hourglass,dark,straight,Brown
U244,female,22,163.0,67,apple,fair,wavy,Brown
U245,female,29,146.0,65,hourglass,dark,wavy,Brown
U246,female,24,175.0,70,pear,dark,straight,Blonde
U247,female,25,153.0,63,hourglass,medium,wavy,Brown
U248,female,35,165.0,65,pear,medium,curly,Brown
U249,female,26,173.0,53,pear,dark,curly,Brown
U250,female,27,147.0,53,apple,medium,wavy,Blonde
U251,female,26,170.0,63,hourglass,fair,straight,Brown
U252,female,30,146.0,50,pear,medium,straight,Blonde
U253,female,24,149.0,74,pear,fair,straight,Blonde
U254,female,18,169.0,50,pear,medium,wavy,Blonde
U255,female,25,162.0,70,apple,fair,wavy,Black
U256,female,31,145.0,59,rectangle,dark,wavy,Blonde
U257,female,25,149.0,67,pear,fair,straight,Blonde
U258,female,35,165.0,55,hourglass,fair,wavy,Black
U259,female,34,150.0,64,pear,fair,wavy,Brown
U260,female,18,153.0,57,rectangle,medium,wavy,Brown
U261,female,18,164.0,63,pear,dark,wavy,Blonde
U262,female,20,154.0,62,hourglass,medium,curly,Black
U263,female,19,174.0,63,athletic,dark,wavy,Black
U264,female,23,165.0,66,apple,dark,straight,Brown
U265,female,27,147.0,56,athletic,dark,straight,Blonde
U266,female,35,154.0,50,apple,medium,curly,Blonde
U267,female,35,162.0,60,pear,dark,curly,Brown
U268,female,32,175.0,54,hourglass,fair,straight,Brown
U269,female,28,161.0,60,apple,dark,curly,Brown
U270,female,20,148.0,75,pear,fair,curly,Brown
U271,female,31,151.0,75,apple,fair,curly,Blonde
U272,female,21,174.0,60,pear,fair,straight,Brown
U273,female,34,157.0,59,pear,medium,wavy,Black
U274,female,18,153.0,71,rectangle,dark,curly,Brown
U275,female,20,150.0,73,hourglass,dark,curly,Brown
U276,female,24,160.0,47,apple,fair,straight,Blonde
U277,female,20,175.0,54,pear,fair,wavy,Blonde
U278,female,35,163.0,48,pear,dark,curly,Black
U279,female,27,156.0,70,rectangle,fair,curly,Blonde
U280,female,25,168.0,69,apple,medium,curly,Blonde
U281,female,25,159.0,46,pear,dark,curly,Black
U282,female,32,169.0,69,pear,fair,straight,Black
U283,female,18,171.0,51,athletic,dark,straight,Black
U284,female,30,159.0,51,apple,medium,curly,Brown
U285,female,31,149.0,73,rectangle,dark,wavy,Blonde
U286,female,26,173.0,63,hourglass,medium,wavy,Blonde
U287,female,26,155.0,49,hourglass,dark,straight,Black
U288,female,24,146.0,69,pear,fair,wavy,Brown
U289,female,20,172.0,47,rectangle,dark,straight,Black
U290,female,24,171.0,61,hourglass,dark,straight,Blonde
U291,female,27,151.0,59,athletic,fair,curly,Brown
U292,female,33,174.0,47,athletic,fair,wavy,Blonde
U293,female,21,170.0,58,rectangle,fair,wavy,Blonde
U294,female,31,161.0,69,rectangle,fair,wavy,Black
U295,female,22,159.0,66,pear,dark,wavy,Brown
U296,female,33,145.0,56,pear,dark,curly,Black
U297,female,20,158.0,67,athletic,dark,curly,Brown
U298,female,30,147.0,46,athletic,medium,curly,Black
U299,female,28,152.0,48,athletic,fair,curly,Black
U300,female,32,174.0,47,pear,dark,curly,Brown
U301,female,19,148.0,75,rectangle,fair,straight,Brown
U302,female,31,170.0,67,athletic,medium,curly,Brown
U303,female,35,145.0,59,athletic,medium,curly,Brown
U304,female,35,161.0,56,athletic,fair,curly,Brown
U305,female,29,165.0,47,hourglass,medium,curly,Brown
U306,female,21,166.0,63,pear,fair,curly,Blonde
U307,female,20,161.0,63,hourglass,medium,straight,Blonde
U308,female,33,145.0,45,apple,medium,wavy,Brown
U309,female,27,159.0,74,pear,medium,straight,Blonde
U310,female,22,172.0,71,rectangle,medium,wavy,Black
U311,female,34,166.0,75,athletic,medium,straight,Black
U312,female,29,155.0,68,hourglass,dark,curly,Blonde
U313,female,25,160.0,49,athletic,dark,wavy,Brown
U314,female,19,157.0,64,apple,medium,straight,Black
U315,female,26,146.0,52,apple,fair,wavy,Black
U316,female,26,155.0,63,hourglass,medium,wavy,Blonde
U317,female,25,151.0,55,apple,dark,straight,Blonde
U318,female,20,166.0,60,apple,medium,straight,Black
U319,female,18,157.0,64,hourglass,medium,wavy,Brown
U320,female,21,170.0,71,apple,fair,wavy,Black
U321,female,25,154.0,68,apple,fair,curly,Blonde
U322,female,35,168.0,55,apple,medium,wavy,Blonde
U323,female,27,160.0,47,pear,dark,curly,Blonde
U324,female,35,163.0,45,pear,dark,curly,Black
U325,female,22,157.0,71,pear,medium,curly,Brown
U326,female,23,162.0,67,rectangle,fair,curly,Black
U327,female,23,156.0,55,athletic,dark,straight,Blonde
U328,female,21,154.0,61,apple,dark,wavy,Brown
U329,female,29,150.0,48,apple,fair,curly,Blonde
U330,female,34,160.0,53,rectangle,fair,curly,Black
U331,female,30,149.0,74,athletic,dark,curly,Black
U332,female,35,163.0,53,rectangle,medium,wavy,Brown
U333,female,18,154.0,60,athletic,dark,wavy,Blonde
U334,female,21,164.0,54,rectangle,fair,curly,Brown
U335,female,35,175.0,61,pear,dark,wavy,Brown
U336,female,23,168.0,59,hourglass,dark,curly,Brown
U337,female,23,174.0,53,apple,fair,wavy,Black
U338,female,23,166.0,61,rectangle,dark,wavy,Brown
U339,female,18,174.0,73,rectangle,medium,curly,Blonde
U340,female,34,147.0,52,rectangle,fair,curly,Blonde
U341,female,23,173.0,67,apple,medium,curly,Black
U342,female,25,175.0,74,athletic,medium,straight,Brown
U343,female,25,148.0,49,hourglass,dark,wavy,Blonde
U344,female,24,149.0,56,hourglass,fair,straight,Blonde
U345,female,19,161.0,64,rectangle,medium,straight,Black
U346,female,27,165.0,66,pear,fair,wavy,Brown
U347,female,25,175.0,74,athletic,dark,straight,Blonde
U348,female,30,148.0,75,athletic,fair,curly,Brown
U349,female,18,151.0,56,pear,fair,wavy,Brown
U350,female,33,163.0,45,rectangle,medium,straight,Brown
U351,female,18,156.0,67,hourglass,dark,curly,Blonde
U352,female,29,170.0,64,athletic,medium,straight,Black
U353,female,20,151.0,55,pear,medium,curly,Blonde
U354,female,22,146.0,65,rectangle,dark,wavy,Black
U355,female,33,172.0,66,apple,fair,straight,Brown
U356,female,25,168.0,70,hourglass,dark,curly,Blonde
U357,female,30,171.0,45,apple,fair,wavy,Brown
U358,female,20,167.0,56,hourglass,medium,straight,Black
U359,female,31,173.0,68,hourglass,fair,straight,Black
U360,female,27,159.0,64,hourglass,medium,curly,Black
U361,female,21,162.0,52,hourglass,medium,curly,Brown
U362,female,21,147.0,64,athletic,fair,curly,Black
U363,female,19,175.0,70,hourglass,dark,straight,Brown
U364,female,34,173.0,71,pear,dark,wavy,Blonde
U365,female,19,154.0,52,rectangle,dark,wavy,Blonde
U366,female,30,161.0,69,apple,medium,straight,Black
U367,female,26,166.0,71,pear,medium,wavy,Black
U368,female,31,149.0,74,rectangle,dark,wavy,Black
U369,female,35,171.0,56,athletic,medium,wavy,Blonde
U370,female,19,162.0,54,hourglass,dark,curly,Black
U371,female,21,153.0,56,pear,fair,wavy,Brown
U372,female,27,167.0,63,hourglass,dark,straight,Black
U373,female,30,175.0,56,athletic,fair,straight,Brown
U374,female,34,156.0,50,apple,dark,curly,Black
U375,female,31,157.0,48,athletic,dark,straight,Blonde
U376,female,25,153.0,52,apple,medium,wavy,Black
U377,female,25,153.0,65,pear,medium,wavy,Brown
U378,female,33,150.0,54,hourglass,medium,straight,Brown
U379,female,20,172.0,69,rectangle,dark,straight,Blonde
U380,female,35,171.0,55,pear,fair,wavy,Black
U381,female,21,158.0,64,rectangle,medium,wavy,Black
U382,female,18,155.0,69,hourglass,dark,curly,Black
U383,female,21,158.0,46,hourglass,fair,wavy,Black
U384,female,26,175.0,71,apple,fair,straight,Brown
U385,female,28,168.0,67,apple,fair,wavy,Brown
U386,female,25,167.0,69,athletic,medium,wavy,Blonde
U387,female,24,162.0,71,pear,medium,curly,Blonde
U388,female,27,173.0,51,hourglass,dark,straight,Blonde
U389,female,19,151.0,48,rectangle,medium,wavy,Black
U390,female,30,153.0,74,pear,medium,curly,Blonde
U391,female,21,167.0,50,athletic,medium,wavy,Blonde
U392,female,20,156.0,54,athletic,dark,curly,Brown
U393,female,21,146.0,67,hourglass,dark,straight,Brown
U394,female,21,161.0,56,rectangle,dark,curly,Blonde
U395,female,27,155.0,49,athletic,fair,straight,Blonde
U396,female,30,145.0,69,rectangle,fair,straight,Brown
U397,female,24,148.0,68,rectangle,medium,curly,Black
U398,female,35,158.0,60,apple,fair,curly,Brown
U399,female,26,149.0,57,rectangle,medium,wavy,Blonde
U400,female,24,148.0,75,apple,medium,curly,Blonde
U401,female,20,159.0,72,pear,dark,curly,Black
U402,female,25,175.0,60,hourglass,dark,curly,Black
U403,female,34,162.0,70,rectangle,fair,straight,Black
U404,female,23,154.0,63,apple,dark,curly,Brown
U405,female,20,169.0,66,pear,medium,wavy,Brown
U406,female,18,161.0,71,apple,medium,wavy,Brown
U407,female,33,157.0,72,rectangle,medium,curly,Black
U408,female,32,170.0,58,hourglass,fair,curly,Black
U409,female,29,146.0,63,apple,fair,wavy,Black
U410,female,31,171.0,65,hourglass,medium,curly,Black
U411,female,28,163.0,60,rectangle,dark,curly,Black
U412,female,34,173.0,59,apple,medium,straight,Brown
U413,female,19,162.0,67,athletic,medium,wavy,Black
U414,female,18,153.0,55,athletic,fair,curly,Brown
U415,female,21,162.0,70,hourglass,fair,wavy,Brown
U416,female,24,151.0,75,hourglass,dark,wavy,Blonde
U417,female,27,167.0,68,hourglass,dark,straight,Brown
U418,female,23,157.0,70,rectangle,medium,curly,Brown
U419,female,23,160.0,68,rectangle,dark,straight,Brown
U420,female,19,150.0,49,athletic,fair,curly,Black
U421,female,31,175.0,59,athletic,dark,curly,Blonde
U422,female,21,165.0,49,hourglass,dark,straight,Blonde
U423,female,18,168.0,51,hourglass,dark,wavy,Black
U424,female,19,170.0,60,hourglass,fair,curly,Black
U425,female,27,153.0,56,apple,fair,curly,Black
U426,female,32,174.0,54,athletic,dark,curly,Brown
U427,female,20,171.0,61,apple,fair,straight,Black
U428,female,22,168.0,48,rectangle,dark,straight,Blonde
U429,female,22,157.0,59,athletic,fair,straight,Black
U430,female,28,151.0,49,pear,medium,wavy,Brown
U431,female,29,151.0,48,apple,medium,curly,Brown
U432,female,31,151.0,46,apple,fair,straight,Blonde
U433,female,35,149.0,56,athletic,fair,curly,Brown
U434,female,32,169.0,48,athletic,medium,straight,Black
U435,female,34,161.0,64,hourglass,dark,curly,Brown
U436,female,24,152.0,59,pear,fair,straight,Black
U437,female,34,158.0,49,apple,dark,wavy,Black
U438,female,23,166.0,54,pear,dark,straight,Blonde
U439,female,33,148.0,62,hourglass,medium,curly,Blonde
U440,female,24,158.0,62,pear,dark,straight,Black
U441,female,29,150.0,50,rectangle,fair,wavy,Black
U442,female,33,145.0,54,athletic,dark,wavy,Black
U443,female,25,148.0,50,apple,fair,curly,Black
U444,female,22,152.0,50,hourglass,fair,curly,Black
U445,female,31,145.0,68,hourglass,dark,straight,Blonde
U446,female,26,151.0,74,apple,medium,curly,Blonde
U447,female,27,162.0,46,pear,fair,straight,Black
U448,female,28,163.0,62,athletic,medium,straight,Black
U449,female,23,161.0,45,hourglass,fair,straight,Black
U450,female,24,154.0,57,pear,fair,curly,Black
U451,female,28,146.0,72,apple,dark,straight,Blonde
U452,female,30,153.0,52,pear,fair,curly,Black
U453,female,27,146.0,58,apple,fair,wavy,Brown
U454,female,26,172.0,57,pear,medium,curly,Black
U455,female,25,158.0,59,apple,fair,wavy,Brown
U456,female,20,152.0,62,athletic,medium,straight,Brown
U457,female,19,159.0,50,athletic,dark,wavy,Blonde
U458,female,35,153.0,73,rectangle,medium,wavy,Blonde
U459,female,24,153.0,66,pear,fair,straight,Blonde
U460,female,35,166.0,67,hourglass,fair,wavy,Brown
U461,female,22,157.0,58,rectangle,medium,curly,Brown
U462,female,21,147.0,47,hourglass,fair,straight,Black
U463,female,35,162.0,50,hourglass,fair,straight,Blonde
U464,female,25,160.0,56,athletic,fair,curly,Black
U465,female,19,170.0,64,pear,fair,straight,Brown
U466,female,18,175.0,73,athletic,fair,curly,Blonde
U467,female,31,154.0,48,hourglass,medium,curly,Brown
U468,female,20,149.0,49,athletic,dark,wavy,Black
U469,female,24,148.0,69,hourglass,dark,straight,Blonde
U470,female,24,171.0,47,apple,dark,straight,Brown
U471,female,23,170.0,45,apple,medium,curly,Brown
U472,female,33,161.0,58,hourglass,fair,wavy,Black
U473,female,20,169.0,63,pear,dark,curly,Brown
U474,female,28,148.0,64,pear,medium,wavy,Black
U475,female,24,169.0,65,pear,medium,wavy,Brown
U476,female,19,163.0,71,apple,medium,straight,Black
U477,female,25,157.0,54,apple,medium,curly,Brown
U478,female,25,145.0,62,apple,medium,wavy,Brown
U479,female,32,146.0,56,hourglass,fair,straight,Black
U480,female,25,165.0,50,hourglass,dark,straight,Brown
U481,female,18,156.0,70,rectangle,medium,wavy,Black
U482,female,26,162.0,71,pear,medium,wavy,Blonde
U483,female,25,146.0,52,hourglass,medium,straight,Black
U484,female,19,173.0,46,hourglass,medium,curly,Black
U485,female,33,156.0,71,pear,fair,straight,Brown
U486,female,30,171.0,75,apple,fair,curly,Brown
U487,female,18,164.0,60,pear,fair,curly,Brown
U488,female,24,165.0,71,rectangle,dark,straight,Brown
U489,female,25,170.0,49,rectangle,fair,wavy,Black
U490,female,30,156.0,50,apple,fair,straight,Blonde
U491,female,33,150.0,72,pear,medium,curly,Blonde
U492,female,32,150.0,62,pear,fair,straight,Blonde
U493,female,35,153.0,51,hourglass,dark,wavy,Brown
U494,female,35,168.0,60,pear,medium,wavy,Brown
U495,female,35,154.0,75,rectangle,dark,straight,Brown
U496,female,24,154.0,63,pear,medium,straight,Black
U497,female,32,160.0,49,hourglass,fair,wavy,Black
U498,female,18,161.0,68,apple,fair,curly,Brown
U499,female,26,158.0,73,apple,dark,straight,Brown
U500,female,25,155.0,48,rectangle,medium,wavy,Black
U501,female,32,155.0,56,pear,fair,straight,Brown
U502,female,26,158.0,46,apple,dark,wavy,Black
U503,female,28,155.0,48,apple,dark,straight,Brown
U504,female,26,153.0,48,rectangle,dark,wavy,Blonde
U505,female,35,163.0,65,apple,medium,wavy,Blonde
U506,female,21,170.0,48,hourglass,fair,curly,Black
U507,female,26,159.0,66,pear,dark,straight,Brown
U508,female,30,149.0,63,rectangle,medium,straight,Black
U509,female,26,165.0,67,apple,medium,curly,Black
U510,female,31,166.0,61,apple,medium,wavy,Brown
U511,female,25,146.0,75,athletic,fair,curly,Brown
