product_id,product_name,hair_type,routine_type
9078,Hair Mask G 412,Scalp Issues,Treatment
8691,Serum L 585,High Porosity,Treatment
1180,Serum L 735,High Porosity,Treatment
3364,Shampoo E 159,High Porosity,Wash
529,Shampoo E 133,High Porosity,Wash
1569,Serum L 900,High Porosity,Treatment
1964,Serum L 160,High Porosity,Treatment
3694,Serum H 532,Low Porosity,Treatment
9439,Hair Mask K 374,Scalp Issues,Treatment
8314,Conditioner F 468,Low Porosity,Wash
202,Shampoo M 502,Low Porosity,Wash
7044,Hair Mask K 430,Scalp Issues,Treatment
8909,Conditioner N 667,Scalp Issues,Wash
9990,Serum L 445,High Porosity,Treatment
5903,Hair Mask G 426,Scalp Issues,Treatment
2140,Shampoo M 678,Low Porosity,Wash
6551,Serum D 93,Scalp Issues,Treatment
531,Serum H 18,Low Porosity,Treatment
9822,Serum L 798,High Porosity,Treatment
9821,Hair Mask K 827,Scalp Issues,Treatment
3346,Conditioner F 142,Low Porosity,Wash
4492,Hair Mask C 287,Low Porosity,Treatment
2950,Hair Mask O 276,High Porosity,Treatment
8117,Shampoo A 41,Low Porosity,Wash
2177,Serum L 581,High Porosity,Treatment
6857,Shampoo M 946,Low Porosity,Wash
3946,Hair Mask C 212,Low Porosity,Treatment
6967,Hair Mask G 790,Scalp Issues,Treatment
2056,Shampoo E 737,High Porosity,Wash
4162,Conditioner J 99,Low Porosity,Wash
7463,Serum L 346,High Porosity,Treatment
4797,Hair Mask C 315,Low Porosity,Treatment
5408,Shampoo I 410,High Porosity,Wash
6760,Hair Mask C 331,Low Porosity,Treatment
8565,Hair Mask G 974,Scalp Issues,Treatment
5592,Serum L 351,High Porosity,Treatment
7164,Shampoo A 571,Low Porosity,Wash
4044,Conditioner F 168,Low Porosity,Wash
2443,Conditioner B 430,High Porosity,Wash
1674,Hair Mask O 958,High Porosity,Treatment
9240,Conditioner B 925,High Porosity,Wash
3758,Hair Mask O 544,High Porosity,Treatment
2759,Conditioner B 223,High Porosity,Wash
5617,Shampoo M 440,Low Porosity,Wash
9176,Conditioner N 932,Scalp Issues,Wash
4069,Shampoo E 439,High Porosity,Wash
6425,Conditioner N 675,Scalp Issues,Wash
2055,Conditioner B 428,High Porosity,Wash
9997,Shampoo A 731,Low Porosity,Wash
7553,Shampoo M 860,Low Porosity,Wash
7317,Conditioner F 886,Low Porosity,Wash
5720,Conditioner F 865,Low Porosity,Wash
9435,Shampoo I 995,High Porosity,Wash
7585,Hair Mask G 442,Scalp Issues,Treatment
2219,Hair Mask K 990,Scalp Issues,Treatment
6326,Conditioner F 476,Low Porosity,Wash
8654,Hair Mask G 288,Scalp Issues,Treatment
6030,Conditioner J 996,Low Porosity,Wash
6270,Shampoo E 202,High Porosity,Wash
8182,Shampoo E 269,High Porosity,Wash
9267,Serum H 126,Low Porosity,Treatment
9155,Hair Mask C 28,Low Porosity,Treatment
5672,Conditioner B 769,High Porosity,Wash
9250,Serum H 119,Low Porosity,Treatment
9785,Conditioner N 857,Scalp Issues,Wash
2569,Serum D 978,Scalp Issues,Treatment
7355,Conditioner N 26,Scalp Issues,Wash
1360,Shampoo E 15,High Porosity,Wash
7688,Serum H 451,Low Porosity,Treatment
6651,Shampoo A 490,Low Porosity,Wash
8596,Hair Mask C 257,Low Porosity,Treatment
1088,Hair Mask C 601,Low Porosity,Treatment
7127,Conditioner F 335,Low Porosity,Wash
6567,Hair Mask O 255,High Porosity,Treatment
2955,Shampoo E 276,High Porosity,Wash
3783,Serum H 295,Low Porosity,Treatment
2334,Hair Mask G 775,Scalp Issues,Treatment
8270,Serum D 924,Scalp Issues,Treatment
5140,Hair Mask K 290,Scalp Issues,Treatment
5827,Conditioner J 295,Low Porosity,Wash
5565,Conditioner J 807,Low Porosity,Wash
2878,Serum D 185,Scalp Issues,Treatment
9924,Conditioner B 665,High Porosity,Wash
9699,Shampoo E 348,High Porosity,Wash
727,Shampoo E 149,High Porosity,Wash
1146,Shampoo M 984,Low Porosity,Wash
8170,Hair Mask O 371,High Porosity,Treatment
2390,Shampoo E 542,High Porosity,Wash
709,Serum L 553,High Porosity,Treatment
9675,Serum L 243,High Porosity,Treatment
3399,Shampoo A 323,Low Porosity,Wash
1899,Conditioner F 404,Low Porosity,Wash
8352,Shampoo A 65,Low Porosity,Wash
5972,Shampoo A 127,Low Porosity,Wash
5802,Conditioner B 329,High Porosity,Wash
5341,Serum L 94,High Porosity,Treatment
9766,Serum H 289,Low Porosity,Treatment
5206,Conditioner N 3,Scalp Issues,Wash
907,Serum D 545,Scalp Issues,Treatment
6736,Hair Mask K 486,Scalp Issues,Treatment
4572,Serum H 901,Low Porosity,Treatment
3642,Conditioner J 67,Low Porosity,Wash
3972,Serum L 423,High Porosity,Treatment
7674,Shampoo I 890,High Porosity,Wash
9677,Hair Mask O 410,High Porosity,Treatment
2633,Conditioner B 459,High Porosity,Wash
2153,Shampoo E 110,High Porosity,Wash
2148,Shampoo E 542,High Porosity,Wash
6532,Conditioner F 530,Low Porosity,Wash
213,Conditioner N 334,Scalp Issues,Wash
8211,Shampoo A 725,Low Porosity,Wash
7819,Conditioner J 191,Low Porosity,Wash
9611,Hair Mask O 952,High Porosity,Treatment
271,Shampoo A 468,Low Porosity,Wash
9380,Shampoo A 38,Low Porosity,Wash
614,Conditioner N 298,Scalp Issues,Wash
4006,Shampoo E 134,High Porosity,Wash
6340,Serum D 557,Scalp Issues,Treatment
6818,Conditioner F 713,Low Porosity,Wash
5345,Shampoo E 744,High Porosity,Wash
3015,Conditioner J 798,Low Porosity,Wash
5215,Shampoo A 966,Low Porosity,Wash
3969,Serum H 848,Low Porosity,Treatment
2210,Conditioner N 762,Scalp Issues,Wash
2327,Hair Mask K 339,Scalp Issues,Treatment
4855,Conditioner F 488,Low Porosity,Wash
7514,Shampoo I 718,High Porosity,Wash
7239,Hair Mask G 588,Scalp Issues,Treatment
5911,Serum L 344,High Porosity,Treatment
2855,Hair Mask G 449,Scalp Issues,Treatment
4463,Serum D 472,Scalp Issues,Treatment
2928,Hair Mask K 166,Scalp Issues,Treatment
6259,Hair Mask C 280,Low Porosity,Treatment
7685,Serum H 176,Low Porosity,Treatment
810,Shampoo A 387,Low Porosity,Wash
5669,Conditioner F 698,Low Porosity,Wash
7498,Shampoo E 955,High Porosity,Wash
4500,Shampoo M 107,Low Porosity,Wash
8107,Shampoo E 657,High Porosity,Wash
1032,Hair Mask G 843,Scalp Issues,Treatment
2477,Conditioner F 689,Low Porosity,Wash
7473,Hair Mask C 212,Low Porosity,Treatment
9609,Conditioner F 792,Low Porosity,Wash
8344,Shampoo M 98,Low Porosity,Wash
9883,Hair Mask O 69,High Porosity,Treatment
7497,Conditioner F 31,Low Porosity,Wash
4325,Hair Mask G 723,Scalp Issues,Treatment
9180,Conditioner B 223,High Porosity,Wash
2466,Hair Mask K 204,Scalp Issues,Treatment
9838,Serum D 31,Scalp Issues,Treatment
106,Conditioner B 630,High Porosity,Wash
2727,Shampoo I 83,High Porosity,Wash
6378,Serum H 606,Low Porosity,Treatment
2152,Serum L 783,High Porosity,Treatment
7744,Hair Mask G 709,Scalp Issues,Treatment
5838,Hair Mask C 228,Low Porosity,Treatment
3143,Hair Mask C 465,Low Porosity,Treatment
9620,Hair Mask K 346,Scalp Issues,Treatment
7113,Hair Mask O 5,High Porosity,Treatment
9993,Conditioner F 267,Low Porosity,Wash
7006,Conditioner N 522,Scalp Issues,Wash
9059,Hair Mask K 602,Scalp Issues,Treatment
4660,Serum H 597,Low Porosity,Treatment
773,Hair Mask G 312,Scalp Issues,Treatment
9095,Conditioner J 2,Low Porosity,Wash
3777,Conditioner J 106,Low Porosity,Wash
243,Serum D 151,Scalp Issues,Treatment
9852,Serum D 442,Scalp Issues,Treatment
1125,Hair Mask O 191,High Porosity,Treatment
4231,Hair Mask O 613,High Porosity,Treatment
7013,Conditioner N 243,Scalp Issues,Wash
6773,Hair Mask C 986,Low Porosity,Treatment
7143,Conditioner B 163,High Porosity,Wash
5673,Hair Mask C 71,Low Porosity,Treatment
8368,Conditioner B 614,High Porosity,Wash
5380,Hair Mask C 595,Low Porosity,Treatment
9438,Shampoo A 369,Low Porosity,Wash
2722,Shampoo A 719,Low Porosity,Wash
5067,Shampoo M 618,Low Porosity,Wash
382,Conditioner N 213,Scalp Issues,Wash
6836,Shampoo I 310,High Porosity,Wash
334,Hair Mask G 326,Scalp Issues,Treatment
320,Shampoo A 836,Low Porosity,Wash
8954,Hair Mask K 363,Scalp Issues,Treatment
549,Serum H 331,Low Porosity,Treatment
8785,Hair Mask C 602,Low Porosity,Treatment
1243,Conditioner B 147,High Porosity,Wash
1403,Conditioner N 969,Scalp Issues,Wash
8600,Serum L 827,High Porosity,Treatment
5809,Serum D 381,Scalp Issues,Treatment
3474,Serum L 391,High Porosity,Treatment
2064,Hair Mask G 395,Scalp Issues,Treatment
4391,Hair Mask O 165,High Porosity,Treatment
9710,Conditioner F 604,Low Porosity,Wash
8257,Hair Mask O 66,High Porosity,Treatment
501,Conditioner F 395,Low Porosity,Wash
742,Conditioner J 899,Low Porosity,Wash
969,Serum H 424,Low Porosity,Treatment
8532,Conditioner N 687,Scalp Issues,Wash
2367,Hair Mask C 299,Low Porosity,Treatment
2258,Shampoo E 815,High Porosity,Wash
3741,Hair Mask G 59,Scalp Issues,Treatment
3949,Hair Mask G 341,Scalp Issues,Treatment
601,Conditioner B 694,High Porosity,Wash
6620,Hair Mask C 639,Low Porosity,Treatment
870,Shampoo I 344,High Porosity,Wash
2776,Shampoo A 618,Low Porosity,Wash
3196,Hair Mask K 864,Scalp Issues,Treatment
7191,Conditioner N 932,Scalp Issues,Wash
6056,Conditioner N 514,Scalp Issues,Wash
7346,Serum D 827,Scalp Issues,Treatment
729,Shampoo I 536,High Porosity,Wash
6086,Shampoo E 894,High Porosity,Wash
6765,Hair Mask K 334,Scalp Issues,Treatment
1035,Serum D 594,Scalp Issues,Treatment
9249,Shampoo E 507,High Porosity,Wash
6474,Hair Mask K 894,Scalp Issues,Treatment
4619,Shampoo A 770,Low Porosity,Wash
4624,Conditioner J 852,Low Porosity,Wash
2676,Serum D 344,Scalp Issues,Treatment
2497,Conditioner F 952,Low Porosity,Wash
5286,Shampoo A 679,Low Porosity,Wash
5773,Hair Mask O 300,High Porosity,Treatment
9267,Shampoo A 306,Low Porosity,Wash
9055,Conditioner N 514,Scalp Issues,Wash
2804,Conditioner N 856,Scalp Issues,Wash
3458,Conditioner N 31,Scalp Issues,Wash
2249,Conditioner N 730,Scalp Issues,Wash
2257,Conditioner F 104,Low Porosity,Wash
4332,Hair Mask K 472,Scalp Issues,Treatment
6779,Hair Mask K 746,Scalp Issues,Treatment
8539,Shampoo I 206,High Porosity,Wash
6170,Serum D 270,Scalp Issues,Treatment
4522,Hair Mask O 252,High Porosity,Treatment
9206,Shampoo M 365,Low Porosity,Wash
1090,Shampoo M 897,Low Porosity,Wash
6761,Hair Mask C 93,Low Porosity,Treatment
2427,Hair Mask G 524,Scalp Issues,Treatment
5129,Serum D 835,Scalp Issues,Treatment
3849,Conditioner B 613,High Porosity,Wash
4653,Conditioner B 7,High Porosity,Wash
3643,Conditioner B 553,High Porosity,Wash
1568,Shampoo A 676,Low Porosity,Wash
470,Serum D 941,Scalp Issues,Treatment
5791,Shampoo A 920,Low Porosity,Wash
1870,Conditioner J 912,Low Porosity,Wash
2520,Conditioner B 641,High Porosity,Wash
403,Hair Mask O 708,High Porosity,Treatment
2460,Conditioner F 871,Low Porosity,Wash
3536,Shampoo I 179,High Porosity,Wash
1654,Hair Mask K 23,Scalp Issues,Treatment
9399,Serum H 362,Low Porosity,Treatment
5463,Shampoo A 520,Low Porosity,Wash
9889,Conditioner J 798,Low Porosity,Wash
4813,Shampoo M 704,Low Porosity,Wash
9806,Conditioner F 213,Low Porosity,Wash
3139,Conditioner F 359,Low Porosity,Wash
5677,Hair Mask G 918,Scalp Issues,Treatment
128,Hair Mask K 629,Scalp Issues,Treatment
5521,Conditioner B 725,High Porosity,Wash
6329,Conditioner J 961,Low Porosity,Wash
7045,Conditioner B 501,High Porosity,Wash
7833,Hair Mask O 222,High Porosity,Treatment
7124,Serum D 656,Scalp Issues,Treatment
4870,Hair Mask K 427,Scalp Issues,Treatment
9838,Conditioner F 517,Low Porosity,Wash
5338,Conditioner N 195,Scalp Issues,Wash
8658,Shampoo E 479,High Porosity,Wash
972,Shampoo M 357,Low Porosity,Wash
8896,Conditioner F 254,Low Porosity,Wash
8693,Conditioner J 892,Low Porosity,Wash
3825,Shampoo I 104,High Porosity,Wash
8186,Serum D 254,Scalp Issues,Treatment
6025,Shampoo I 793,High Porosity,Wash
2409,Hair Mask K 376,Scalp Issues,Treatment
8417,Shampoo I 329,High Porosity,Wash
8523,Conditioner N 338,Scalp Issues,Wash
6550,Conditioner B 115,High Porosity,Wash
4331,Hair Mask C 786,Low Porosity,Treatment
4658,Serum H 397,Low Porosity,Treatment
7198,Hair Mask G 237,Scalp Issues,Treatment
3309,Hair Mask O 865,High Porosity,Treatment
7483,Hair Mask G 763,Scalp Issues,Treatment
2946,Hair Mask C 291,Low Porosity,Treatment
3405,Shampoo M 860,Low Porosity,Wash
3712,Serum H 30,Low Porosity,Treatment
9067,Conditioner B 205,,Wash
1292,Serum L 135,High Porosity,Treatment
5511,Hair Mask C 656,Low Porosity,Treatment
8905,Conditioner J 29,Low Porosity,Wash
9400,Conditioner B 617,High Porosity,Wash
7852,Hair Mask K 581,Scalp Issues,Treatment
2081,Conditioner J 691,Low Porosity,Wash
7238,Serum D 166,Scalp Issues,Treatment
6715,Hair Mask O 591,High Porosity,Treatment
4641,Serum D 800,Scalp Issues,Treatment
7008,Hair Mask K 843,Scalp Issues,Treatment
8609,Serum H 574,Low Porosity,Treatment
1161,Conditioner B 538,High Porosity,Wash
9884,Shampoo I 87,High Porosity,Wash
1328,Shampoo M 848,Low Porosity,Wash
4424,Serum H 735,Low Porosity,Treatment
4691,Conditioner J 74,Low Porosity,Wash
2183,Serum L 665,High Porosity,Treatment
1863,Serum L 897,High Porosity,Treatment
121,Shampoo M 720,Low Porosity,Wash
2216,Conditioner B 343,High Porosity,Wash
2982,Serum L 646,High Porosity,Treatment
659,Shampoo I 623,High Porosity,Wash
6050,Hair Mask G 285,Scalp Issues,Treatment
1306,Serum D 918,Scalp Issues,Treatment
8100,Shampoo A 618,Low Porosity,Wash
6186,Conditioner N 313,Scalp Issues,Wash
6300,Shampoo A 3,Low Porosity,Wash
2578,Serum L 46,High Porosity,Treatment
8855,Shampoo I 233,High Porosity,Wash
5702,Shampoo E 906,High Porosity,Wash
8055,Conditioner N 120,Scalp Issues,Wash
6545,Shampoo I 67,High Porosity,Wash
8120,Shampoo M 498,Low Porosity,Wash
8097,Serum H 18,Low Porosity,Treatment
9697,Conditioner F 801,Low Porosity,Wash
9356,Serum H 262,Low Porosity,Treatment
7828,Conditioner N 16,Scalp Issues,Wash
5427,Serum L 227,High Porosity,Treatment
9606,Serum L 341,High Porosity,Treatment
7480,Hair Mask G 316,Scalp Issues,Treatment
8124,Hair Mask C 62,Low Porosity,Treatment
4522,Hair Mask G 321,Scalp Issues,Treatment
6123,Shampoo M 880,Low Porosity,Wash
3764,Conditioner J 245,Low Porosity,Wash
1443,Hair Mask O 939,High Porosity,Treatment
3206,Hair Mask G 110,Scalp Issues,Treatment
6816,Serum H 204,Low Porosity,Treatment
6203,Serum L 393,High Porosity,Treatment
7331,Serum H 770,Low Porosity,Treatment
9906,Serum H 261,Low Porosity,Treatment
1752,Serum D 698,Scalp Issues,Treatment
9702,Serum H 118,Low Porosity,Treatment
6158,Conditioner B 208,High Porosity,Wash
5657,Hair Mask G 352,Scalp Issues,Treatment
4404,Conditioner B 196,High Porosity,Wash
5862,Conditioner J 112,Low Porosity,Wash
5844,Hair Mask K 452,Scalp Issues,Treatment
7326,Hair Mask O 938,High Porosity,Treatment
3608,Shampoo A 255,Low Porosity,Wash
6165,Serum D 502,Scalp Issues,Treatment
9973,Conditioner J 195,Low Porosity,Wash
5764,Shampoo I 246,High Porosity,Wash
7766,Hair Mask G 255,Scalp Issues,Treatment
7097,Conditioner J 613,Low Porosity,Wash
8264,Shampoo E 372,High Porosity,Wash
7301,Serum D 634,Scalp Issues,Treatment
5430,Serum H 545,Low Porosity,Treatment
9699,Shampoo A 293,Low Porosity,Wash
7985,Conditioner B 968,High Porosity,Wash
7412,Shampoo A 573,Low Porosity,Wash
5781,Conditioner B 835,High Porosity,Wash
5070,Serum L 257,High Porosity,Treatment
1876,Hair Mask C 61,Low Porosity,Treatment
8782,Conditioner F 631,Low Porosity,Wash
5350,Hair Mask C 992,Low Porosity,Treatment
9314,Serum L 822,,Treatment
4774,Serum L 604,High Porosity,Treatment
3401,Hair Mask G 784,Scalp Issues,Treatment
7902,Shampoo E 279,High Porosity,Wash
293,Conditioner N 660,Scalp Issues,Wash
8121,Conditioner J 922,Low Porosity,Wash
5562,Conditioner J 86,Low Porosity,Wash
4807,Hair Mask C 96,Low Porosity,Treatment
7155,Conditioner F 643,Low Porosity,Wash
8315,Shampoo I 624,High Porosity,Wash
1241,Conditioner J 718,Low Porosity,Wash
6583,Conditioner B 609,High Porosity,Wash
6644,Hair Mask O 755,High Porosity,Treatment
7244,Serum L 220,High Porosity,Treatment
3453,Shampoo I 841,High Porosity,Wash
4186,Serum D 645,Scalp Issues,Treatment
5759,Conditioner B 560,High Porosity,Wash
3273,Serum L 655,High Porosity,Treatment
6401,Serum L 487,High Porosity,Treatment
8243,Shampoo M 386,Low Porosity,Wash
6970,Serum H 144,Low Porosity,Treatment
8207,Conditioner J 711,Low Porosity,Wash
7437,Serum H 802,Low Porosity,Treatment
2211,Serum H 137,Low Porosity,Treatment
5432,Conditioner B 316,High Porosity,Wash
9341,Hair Mask K 226,Scalp Issues,Treatment
394,Hair Mask O 173,High Porosity,Treatment
9628,Conditioner N 848,Scalp Issues,Wash
5952,Shampoo A 105,Low Porosity,Wash
9695,Serum H 820,Low Porosity,Treatment
3578,Conditioner F 618,Low Porosity,Wash
7466,Conditioner N 762,Scalp Issues,Wash
2979,Conditioner J 23,Low Porosity,Wash
9272,Conditioner B 353,High Porosity,Wash
4477,Shampoo E 850,High Porosity,Wash
6681,Serum L 151,High Porosity,Treatment
6155,Serum L 776,High Porosity,Treatment
5429,Conditioner B 271,High Porosity,Wash
5813,Hair Mask K 142,Scalp Issues,Treatment
7911,Shampoo E 250,High Porosity,Wash
1334,Hair Mask K 301,Scalp Issues,Treatment
2759,Conditioner N 65,Scalp Issues,Wash
5574,Shampoo M 297,Low Porosity,Wash
8721,Shampoo A 369,Low Porosity,Wash
1571,Conditioner N 906,Scalp Issues,Wash
9919,Hair Mask C 387,Low Porosity,Treatment
8463,Hair Mask K 978,Scalp Issues,Treatment
1063,Shampoo A 496,Low Porosity,Wash
7348,Hair Mask G 462,Scalp Issues,Treatment
4863,Hair Mask K 695,Scalp Issues,Treatment
1622,Serum H 29,Low Porosity,Treatment
6445,Conditioner J 825,Low Porosity,Wash
6318,Hair Mask G 266,Scalp Issues,Treatment
3684,Hair Mask G 78,Scalp Issues,Treatment
5598,Conditioner B 169,High Porosity,Wash
8942,Hair Mask O 471,High Porosity,Treatment
2189,Shampoo M 334,Low Porosity,Wash
2927,Shampoo E 640,High Porosity,Wash
487,Conditioner N 161,Scalp Issues,Wash
3991,Serum H 671,Low Porosity,Treatment
9758,Serum L 731,High Porosity,Treatment
8796,Conditioner F 189,Low Porosity,Wash
1551,Shampoo A 816,Low Porosity,Wash
1312,Hair Mask K 348,Scalp Issues,Treatment
4180,Shampoo A 265,Low Porosity,Wash
9409,Hair Mask K 884,Scalp Issues,Treatment
3858,Hair Mask K 248,Scalp Issues,Treatment
142,Conditioner B 305,High Porosity,Wash
7558,Shampoo I 683,High Porosity,Wash
5506,Hair Mask G 971,Scalp Issues,Treatment
9539,Hair Mask K 867,Scalp Issues,Treatment
7089,Hair Mask C 738,Low Porosity,Treatment
8868,Conditioner N 209,Scalp Issues,Wash
6310,Shampoo A 427,Low Porosity,Wash
32,Shampoo I 847,High Porosity,Wash
9878,Hair Mask O 554,High Porosity,Treatment
7265,Serum D 548,Scalp Issues,Treatment
8258,Serum H 603,Low Porosity,Treatment
1197,Conditioner N 570,Scalp Issues,Wash
4336,Hair Mask C 431,Low Porosity,Treatment
2678,Shampoo I 339,High Porosity,Wash
7582,Serum L 693,High Porosity,Treatment
7059,Conditioner N 747,Scalp Issues,Wash
7752,Conditioner N 18,Scalp Issues,Wash
1904,Shampoo E 730,High Porosity,Wash
8151,Conditioner F 360,Low Porosity,Wash
212,Shampoo I 201,High Porosity,Wash
3427,Hair Mask O 792,High Porosity,Treatment
7945,Hair Mask C 686,Low Porosity,Treatment
806,Conditioner J 11,Low Porosity,Wash
2553,Conditioner F 527,Low Porosity,Wash
231,Conditioner B 85,High Porosity,Wash
6185,Hair Mask O 886,High Porosity,Treatment
3009,Conditioner J 608,Low Porosity,Wash
3088,Shampoo M 256,Low Porosity,Wash
2024,Shampoo I 643,High Porosity,Wash
447,Conditioner N 92,Scalp Issues,Wash
5468,Hair Mask G 479,Scalp Issues,Treatment
7088,Serum L 250,High Porosity,Treatment
3224,Conditioner F 393,Low Porosity,Wash
7998,Shampoo A 516,Low Porosity,Wash
3905,Conditioner J 541,Low Porosity,Wash
7993,Shampoo I 570,High Porosity,Wash
5490,Serum L 484,High Porosity,Treatment
4183,Shampoo I 933,High Porosity,Wash
6497,Serum D 289,Scalp Issues,Treatment
6758,Shampoo I 196,High Porosity,Wash
5968,Conditioner J 544,Low Porosity,Wash
6192,Serum D 154,Scalp Issues,Treatment
2072,Shampoo I 33,High Porosity,Wash
3505,Conditioner N 963,Scalp Issues,Wash
3742,Conditioner N 288,Scalp Issues,Wash
2413,Conditioner N 205,Scalp Issues,Wash
5023,Conditioner F 288,Low Porosity,Wash
9416,Hair Mask K 707,Scalp Issues,Treatment
1968,Hair Mask G 855,Scalp Issues,Treatment
